Data As Of,Start Date,End Date,Group,Year,Month,State,Place of Death,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
06/28/2023,01/01/2020,06/24/2023,By Total,,,Maryland,Nursing home/long term care facility,2996,27290,1536,557,26,3995,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Maryland,Other,761,20369,512,143,,1138,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,06/24/2023,By Total,,,Maryland,Place of death unknown,0,0,0,0,0,0,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Massachusetts,Total - All Places of Death,21066,225950,20064,8640,554,33006,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Massachusetts,"Healthcare setting, inpatient",12348,74187,14861,6957,395,20623,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Massachusetts,"Healthcare setting, outpatient or emergency room",699,15380,570,153,28,1140,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Massachusetts,"Healthcare setting, dead on arrival",30,2068,12,,,43,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,06/24/2023,By Total,,,Massachusetts,Decedent's home,1423,67350,1371,321,42,2514,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Massachusetts,Hospice facility,258,10639,501,92,21,686,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Massachusetts,Nursing home/long term care facility,5675,42192,2457,1025,52,7154,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Massachusetts,Other,633,14132,292,90,13,846,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Massachusetts,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,06/24/2023,By Total,,,Michigan,Total - All Places of Death,36837,388247,35748,18392,669,54821,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Michigan,"Healthcare setting, inpatient",24480,116867,27890,15497,467,37311,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Michigan,"Healthcare setting, outpatient or emergency room",1616,23401,1566,616,40,2604,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Michigan,"Healthcare setting, dead on arrival",18,815,12,,0,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,06/24/2023,By Total,,,Michigan,Decedent's home,4498,146374,2929,1109,80,6391,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Michigan,Hospice facility,1294,30566,772,225,18,1859,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Michigan,Nursing home/long term care facility,4588,56779,2242,813,57,6071,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Michigan,Other,342,13398,336,131,,554,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,06/24/2023,By Total,,,Michigan,Place of death unknown,,47,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,06/24/2023,By Total,,,Minnesota,Total - All Places of Death,15171,177048,13901,5574,380,23862,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Minnesota,"Healthcare setting, inpatient",7525,46807,8812,4056,223,12493,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Minnesota,"Healthcare setting, outpatient or emergency room",312,6529,279,87,15,519,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Minnesota,"Healthcare setting, dead on arrival",12,164,,,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,06/24/2023,By Total,,,Minnesota,Decedent's home,1884,58908,1721,462,55,3197,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Minnesota,Hospice facility,137,5271,233,42,,333,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,06/24/2023,By Total,,,Minnesota,Nursing home/long term care facility,5041,50442,2638,871,75,6879,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Minnesota,Other,258,8727,209,54,,420,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,06/24/2023,By Total,,,Minnesota,Place of death unknown,,200,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,06/24/2023,By Total,,,Mississippi,Total - All Places of Death,14789,131755,15187,7427,259,22773,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Mississippi,"Healthcare setting, inpatient",10014,42790,12181,6286,176,16062,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Mississippi,"Healthcare setting, outpatient or emergency room",881,11462,652,257,20,1295,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Mississippi,"Healthcare setting, dead on arrival",15,279,,,,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,06/24/2023,By Total,,,Mississippi,Decedent's home,1584,45941,967,323,42,2266,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Mississippi,Hospice facility,336,5647,422,147,,614,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,06/24/2023,By Total,,,Mississippi,Nursing home/long term care facility,1754,16409,845,365,12,2242,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Mississippi,Other,205,9226,115,46,,276,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,06/24/2023,By Total,,,Mississippi,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,06/24/2023,By Total,,,Missouri,Total - All Places of Death,23215,257629,22357,10995,572,35103,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Missouri,"Healthcare setting, inpatient",15046,78797,17001,9015,375,23379,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Missouri,"Healthcare setting, outpatient or emergency room",707,14281,601,218,35,1123,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Missouri,"Healthcare setting, dead on arrival",,150,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,06/24/2023,By Total,,,Missouri,Decedent's home,2123,87204,1728,606,60,3300,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Missouri,Hospice facility,388,10397,582,180,26,810,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Missouri,Nursing home/long term care facility,4732,53886,2279,915,68,6159,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Missouri,Other,215,12914,164,59,,327,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,06/24/2023,By Total,,,Missouri,Place of death unknown,0,0,0,0,0,0,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Montana,Total - All Places of Death,3945,41642,3683,1994,107,5737,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Montana,"Healthcare setting, inpatient",2586,13031,2779,1636,62,3787,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Montana,"Healthcare setting, outpatient or emergency room",87,1562,88,30,,152,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,06/24/2023,By Total,,,Montana,"Healthcare setting, dead on arrival",,45,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,06/24/2023,By Total,,,Montana,Decedent's home,435,14495,301,114,15,637,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Montana,Hospice facility,77,1673,132,53,,160,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,06/24/2023,By Total,,,Montana,Nursing home/long term care facility,732,8456,357,153,18,954,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Montana,Other,25,2380,26,,,44,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,06/24/2023,By Total,,,Montana,Place of death unknown,0,0,0,0,0,0,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Nebraska,Total - All Places of Death,5781,65706,5893,2483,161,9340,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Nebraska,"Healthcare setting, inpatient",3477,19870,4207,2021,104,5759,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Nebraska,"Healthcare setting, outpatient or emergency room",162,3482,125,35,,256,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,06/24/2023,By Total,,,Nebraska,"Healthcare setting, dead on arrival",0,56,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,06/24/2023,By Total,,,Nebraska,Decedent's home,531,18097,511,130,20,930,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Nebraska,Hospice facility,76,1912,87,14,,150,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,06/24/2023,By Total,,,Nebraska,Nursing home/long term care facility,1244,15421,811,246,22,1830,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Nebraska,Other,291,6868,151,37,,414,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,06/24/2023,By Total,,,Nebraska,Place of death unknown,0,0,0,0,0,0,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Nevada,Total - All Places of Death,12173,111101,15037,9165,199,18232,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Nevada,"Healthcare setting, inpatient",8696,36728,11816,7374,124,13255,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Nevada,"Healthcare setting, outpatient or emergency room",444,9046,494,235,10,713,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Nevada,"Healthcare setting, dead on arrival",,21,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,06/24/2023,By Total,,,Nevada,Decedent's home,1329,37728,899,480,39,1783,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Nevada,Hospice facility,1100,11365,1259,766,15,1607,
06/28/2023,01/01/2020,06/24/2023,By Total,,,Nevada,Nursing home/long term care facility,472,10318,438,243,,671,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,06/24/2023,By Total,,,Nevada,Other,131,5885,130,66,,202,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,06/24/2023,By Total,,,Nevada,Place of death unknown,0,10,0,0,0,0,
06/28/2023,01/01/2020,06/24/2023,By Total,,,New Hampshire,Total - All Places of Death,3067,48253,3136,1140,99,5154,
06/28/2023,01/01/2020,06/24/2023,By Total,,,New Hampshire,"Healthcare setting, inpatient",1524,12945,2205,929,59,2857,
06/28/2023,01/01/2020,06/24/2023,By Total,,,New Hampshire,"Healthcare setting, outpatient or emergency room",69,2076,70,13,,130,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,06/24/2023,By Total,,,New Hampshire,"Healthcare setting, dead on arrival",,41,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,06/24/2023,By Total,,,New Hampshire,Decedent's home,344,17516,306,64,17,600,
06/28/2023,01/01/2020,06/24/2023,By Total,,,New Hampshire,Hospice facility,50,2238,89,15,,127,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,06/24/2023,By Total,,,New Hampshire,Nursing home/long term care facility,1001,10569,425,110,15,1329,
06/28/2023,01/01/2020,06/24/2023,By Total,,,New Hampshire,Other,76,2852,40,,,108,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,06/24/2023,By Total,,,New Hampshire,Place of death unknown,,16,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,06/24/2023,By Total,,,New Jersey,Total - All Places of Death,35430,295480,30151,17196,361,48714,
06/28/2023,01/01/2020,06/24/2023,By Total,,,New Jersey,"Healthcare setting, inpatient",24046,106246,23288,13916,267,33662,
06/28/2023,01/01/2020,06/24/2023,By Total,,,New Jersey,"Healthcare setting, outpatient or emergency room",1052,16618,715,281,13,1496,
06/28/2023,01/01/2020,06/24/2023,By Total,,,New Jersey,"Healthcare setting, dead on arrival",47,968,21,,,61,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,06/24/2023,By Total,,,New Jersey,Decedent's home,2539,93169,1492,580,36,3483,
06/28/2023,01/01/2020,06/24/2023,By Total,,,New Jersey,Hospice facility,805,9476,670,329,,1154,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,06/24/2023,By Total,,,New Jersey,Nursing home/long term care facility,6449,53194,3649,1927,29,8198,
06/28/2023,01/01/2020,06/24/2023,By Total,,,New Jersey,Other,491,15805,315,154,,659,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,06/24/2023,By Total,,,New Jersey,Place of death unknown,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,06/24/2023,By Total,,,New Mexico,Total - All Places of Death,8885,79965,8509,4834,181,12724,
06/28/2023,01/01/2020,06/24/2023,By Total,,,New Mexico,"Healthcare setting, inpatient",5522,21366,5870,3483,88,7988,
06/28/2023,01/01/2020,06/24/2023,By Total,,,New Mexico,"Healthcare setting, outpatient or emergency room",343,3930,363,180,18,541,
06/28/2023,01/01/2020,06/24/2023,By Total,,,New Mexico,"Healthcare setting, dead on arrival",,98,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,06/24/2023,By Total,,,New Mexico,Decedent's home,1511,34221,1301,715,51,2146,
06/28/2023,01/01/2020,06/24/2023,By Total,,,New Mexico,Hospice facility,119,2252,216,72,,267,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,06/24/2023,By Total,,,New Mexico,Nursing home/long term care facility,1109,10679,542,253,,1405,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,06/24/2023,By Total,,,New Mexico,Other,273,7396,214,129,10,368,
06/28/2023,01/01/2020,06/24/2023,By Total,,,New Mexico,Place of death unknown,0,23,0,0,0,0,
06/28/2023,01/01/2020,06/24/2023,By Total,,,New York,Total - All Places of Death,41881,397933,42827,17809,779,67629,
06/28/2023,01/01/2020,06/24/2023,By Total,,,New York,"Healthcare setting, inpatient",25510,127780,30025,13819,447,42145,
06/28/2023,01/01/2020,06/24/2023,By Total,,,New York,"Healthcare setting, outpatient or emergency room",1450,23476,1189,334,46,2351,
06/28/2023,01/01/2020,06/24/2023,By Total,,,New York,"Healthcare setting, dead on arrival",105,1898,64,32,,140,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2020,06/24/2023,By Total,,,New York,Decedent's home,3502,129755,3114,815,93,5881,
06/28/2023,01/01/2020,06/24/2023,By Total,,,New York,Hospice facility,2079,26850,2523,916,44,3724,
